,categ,duration,views,like_ratio,channel_appeal,title,y
627,2,0,0,1,0,Link Machine Learning LML & Equilibria XEQ MEGA LOW CAP GEMS!!!,0
628,2,1,0,1,0,Data Preparation: The First Step in AI & Machine Learning,0
629,3,0,1,1,0,Can Machine Learning Fix MMA Judging?,0
630,2,1,0,1,0,Machine Learning 11 May 2021,0
631,3,2,0,1,0,Data Science and Machine Learning (QLS-DSM) Lecture 3,0
632,3,2,0,1,0,Data Science and Machine Learning (QLS-DSM) Lecture 2,0
633,3,2,1,1,0,Data Science and Machine Learning (QLS-DSM) Lecture 1,0
634,4,2,2,1,0,French-German Machine Learning Symposium: Day 2/2,0
635,3,0,1,1,0,How to make a DeepFake using Machine Learning in Python,1
636,3,0,1,0,0,loan prediction machine learning project | #shorts,0
637,2,2,0,1,0,Machine Learning Practical Exercise Presentations,0
638,3,2,0,1,1,Data Science and Machine Learning (QLS-DSM) Lecture 1,1
639,3,2,0,1,1,Data Science and Machine Learning (QLS-DSM) Lecture 3,1
640,3,0,0,1,1,Skewness and Kurtosis | Machine Learning,0
641,3,0,0,1,0,Building Mobile Application for Machine Learning Mode| | Codegnan | Part-5,1
642,3,0,2,1,0,Machine Learning Engineer Roadmap | Machine Learning Engineer Skills | Machine Learning Expert,1
643,3,1,1,1,1,Python: List Slicing & Sorting | L 12 | Data Science & Machine Learning #VishvadeepGothi,0
644,3,0,2,1,0,Machine Learning vs Data Science | GeeksforGeeks,0
645,3,2,0,1,0,Workshop: AI4LAM - Introduction to AI and Machine Learning,0
646,3,1,2,1,0,Machine Learning with Tree-Based Models in Python | ML Training | Edureka | Data Science Live - 1,0
647,3,1,2,1,2,CS224W: Machine Learning with Graphs | 2021 | Lecture 9.2 - Designing the Most Powerful GNNs,1
648,3,0,1,1,2,CS224W: Machine Learning with Graphs | 2021 | Lecture 9.1 - How Expressive are Graph Neural Networks,1
649,4,0,1,1,0,MetPy Mondays #182​ - Linear Regression with Scikit-Learn - Basic Machine Learning,0
650,4,2,2,1,0,French-German Machine Learning Symposium: Day 1/2,0
651,3,1,2,1,0,Python for Machine Learning | Machine Learning for Beginners in 2021 | Great Learning,0
652,2,0,2,1,0,Amazon Free Certification Courses 2021 | Learn Machine Learning | Students | Free Courses,1
653,4,0,2,1,0,How the World's Biggest Companies Design Machine Learning Applications | ML Monthly April 2021,1
654,3,0,2,1,1,Top 25 Machine Learning & AI Hackathons To Move To Data Science,1
655,4,0,2,1,0,MLP-Mixer: An all-MLP Architecture for Vision (Machine Learning Research Paper Explained),1
656,3,0,2,1,0,Mathematics for Machine Learning from Imperial & Coursera: REVIEW,0
657,3,0,2,1,0,Machine Learning and the Computer Mouse (from the 2021 Computer Mouse Conference),1
658,3,2,2,1,0,Machine Learning Course | Machine Learning Full Course In 10 Hours | Machine Learning | Simplilearn,0
659,3,1,2,1,0,Ensemble Learning Tutorial | Ensemble Techniques | Machine Learning Training | Edureka,1
660,3,0,2,1,0,Top 5 things you didn't know about Machine Learning | Machine Learning Tutorial | Great Learning,0
661,4,0,2,1,0,Podcastle AI: Powerful Podcast Creation Platform Based on Machine Learning,0
662,3,1,2,1,0,Coronavirus Outbreak Prediction using Machine Learning in Hindi | Great Learning,0
663,2,0,2,1,0,Predicting Ideal Hairstyles Based on Face Shape | Beauty Machine Learning,1
664,4,2,2,1,0,Satellite Data Analysis and Machine Learning Classification with QGIS Part 1 | AI FOR GOOD WEBINARS,1
665,3,0,2,1,0,Machine Learning Steps | What Is Machine Learning | Machine Learning Training | Edureka,0
666,3,1,2,1,0,FORMATION DEEP LEARNING COMPLETE (2021),1
667,3,0,2,1,0,Amazon Free Certification Courses 2021 | Learn Machine Learning | Students | Free Courses #TrickyMan,1
668,3,1,2,1,0,Naive Bayes Classifier Explained | Naive Bayes Algorithm | Edureka | Machine Learning Rewind - 2,1
669,3,0,2,1,1,Discussing All The Types Of Feature Transformation In Machine Learning,1
670,3,1,2,1,0,Creative Coding with Codecademy #7: Machine Learning Visualized,1
671,3,0,2,1,2,CS224W: Machine Learning with Graphs | 2021 | Lecture 3.2-Random Walk Approaches for Node Embeddings,1
672,3,0,2,1,2,CS224W: Machine Learning with Graphs | 2021 | Lecture 3.1 - Node Embeddings,1
673,4,0,2,1,1,Dogecoin Price Prediction Using Python & Machine Learning,0
674,3,0,2,1,0,Machine Learning Road Map | Machine Learning Careers | Machine Learning Training | Edureka,1
675,4,0,2,1,0,Feature Store for Machine Learning - MLOps,1
676,3,0,1,1,0,What is Machine Learning?,0
677,3,0,2,1,2,CS224W: Machine Learning with Graphs | 2021 | Lecture 2.3 - Traditional Feature-based Methods: Graph,1
678,3,0,2,1,2,CS224W: Machine Learning with Graphs | 2021 | Lecture 2.2 - Traditional Feature-based Methods: Link,1
679,3,0,2,1,2,CS224W: Machine Learning with Graphs | 2021 | Lecture 2.1 - Traditional Feature-based Methods: Node,1
680,3,2,2,1,2,Stanford CS229: Machine Learning | Summer 2019 | Lecture 1 - Introduction and Linear Algebra,0
681,3,0,2,1,2,CS224W: Machine Learning with Graphs | 2021 | Lecture 1.1 - Why Graphs,1
682,3,0,2,1,2,CS224W: Machine Learning with Graphs | 2021 | Lecture 1.2 - Applications of Graph ML,1
683,3,0,1,1,0,"Introduction to Machine Learning, Lecture-1 ( Basic Concepts)",0
684,4,0,2,1,0,Optimizing underwater soft robots with machine learning,0
685,3,2,2,1,0,Scikit-learn Crash Course - Machine Learning Library for Python,1
686,3,1,2,1,0,Machine Learning (2021 Level II CFA® Exam – Reading 7),1
687,4,1,0,1,0,MLOps Salon: Monitoring Edition - Debugging Production Machine Learning Models,0
688,3,2,2,1,0,Machine Learning With R Full Course | Machine Learning Tutorial For Beginners | Edureka,0
689,2,0,1,1,0,#ONPASSIVE BLOG : How Organizations are using Machine Learning to stay ahead in the Competition,0
690,4,0,1,1,0,"Machine Learning Regression with Stata, a Demonstration with Dr. Cerulli",0
691,4,0,2,1,0,Project Showcase: Machine Learning with RP2040,0
692,4,0,2,1,0,"Machine Learning PhD Survival Guide 2021 | Advice on Topic Selection, Papers, Conferences & more!",0
693,2,2,1,1,0,Livestream 08 : Machine learning for Structural Health Monitoring,1
694,3,0,2,1,1,Rainfall Prediction- Converting A Kaggle Project to End To End Machine Learning Project,1
695,4,0,2,1,1,What Is Statistics and Machine Learning Toolbox,0
696,3,1,2,1,0,Adoption of AI and Machine Learning in Healthcare,1
697,3,0,1,1,0,Machine learning lifecycle,1
698,4,0,2,1,0,TechnicalTopicTuesday-39 #ai #ml #artificialintelligence #Machinelearning #kids #education,0
699,4,0,2,1,0,Machine Learning on the M1 Macbook Pro?,0
700,4,0,1,1,3,"Disease Prediction System Project on Python, Django and Machine Learning",1
701,2,2,2,1,1,Day 3- MLOPS End To End Implementation With Deployment- Machine Learning,0
702,3,0,2,1,0,CopyCat Quick Start | Machine Learning in Nuke,0
703,3,0,2,1,0,Introduction to Machine Learning in Nuke,0
704,2,0,1,1,0,Lecture 1 :  introduction to machine learning Part 2,0
706,4,1,1,1,0,"Machine Learning Club, University of Maryland - 3/10/2021",0
708,2,0,1,1,0,75000+ Dataset for Machine Learning Projects | TOP 5 Dataset Sources | Machine Learning | Data Magic,1
709,3,2,2,1,0,Natural Language Processing | NLP with Deep Learning and Machine Learning | NLP Using Python,1
710,3,0,0,1,0,Beginners Guide to Machine Learning,0
711,2,0,1,1,0,What is AutoML?  | Automated Machine Learning | Machine Learning | Data Magic,1
712,3,1,2,1,0,Seputar Machine Learning Engineering | Arief Rahmansyah | Machine Learning Engineer | Gojek,0
713,3,0,3,1,0,【清华生学习日常】我用一个假期自学完Machine Learning！优秀的背后是夜以继日的刻苦,0
714,3,0,2,1,0,Is Machine Learning by Andrew Ng on Coursera worth it in 2021? [Course Review],0
715,4,0,3,1,0,Machine Learning: A Whale Tale - The Big Idea,0
716,3,2,2,1,0,Machine Learning Algorithms Full Course | Machine Learning Algorithms Explained | Simplilearn,0
717,2,1,1,1,0,"Department of IT, ABESEC,  FDP on ""Machine Learning"" Inaugural Session",0
718,3,0,1,1,1,Learn by Coding | Machine Learning Projects | XGBoost in R using breast cancer dataset,0
719,4,0,2,1,3,Reinforcement Learning: Machine Learning Meets Control Theory,1
720,4,0,1,1,0,Machine learning in fashion industry - intelligent clothes swapping | GHOST Day: AMLC 2020,1
721,3,2,2,1,0,Machine Learning with Python Full Course in 6 Hours | Python for Machine Learning Tutorial | Edureka,0
722,3,1,2,1,0,Machine Learning Project | Machine Learning with Python | Machine Learning Project Using Python,0
723,2,0,2,1,0,Introduction to Embedded Machine Learning on Coursera,1
724,4,1,3,1,3,MIT Introduction to Deep Learning | 6.S191,1
725,4,1,2,1,0,Machine Learning for JavaScript Developers 101,0
726,3,0,2,1,0,SKLearn 01 | Pengenalan Machine Learning | Apa itu Machine Learning | Belajar Machine Learning Dasar,0
727,4,0,2,1,0,Data Science and Machine Learning on Databricks Demo,0
728,3,0,2,1,0,freeCodeCamp.org Curriculum Expansion: Math + Machine Learning + Data Science,0
729,3,0,3,1,0,Complete Roadmap To Learn Machine Learning (PDF Included),0
730,3,0,2,1,0,Time Series Forecasting with Machine Learning,1
731,4,0,2,1,0,Ranking Machine Learning Methods | Machine Learning Tier List,1
732,3,1,2,1,0,Reinforcement Learning | Reinforcement Learning In Python | Machine Learning Tutorial | Simplilearn,1
733,4,1,1,1,0,Expert hour with Alexey Grigorev ~ Machine Learning Bookcamp,1
734,3,0,2,1,0,How to Become a Machine Learning Engineer | Machine Learning Roadmap 2021 | Edureka,1
735,3,2,3,1,0,Soft & Hard Margin Support Vector Machine (SVM)| Machine Learning with TensorFlow & scikit-learn #13,1
736,0,0,3,1,0,Blob Opera - Control a Squishy Operatic Blob Quartet in this Machine Learning-Powered Musical Toy!,0
737,4,2,1,1,0,Day 9 of the 12 Days of Machine Learning-mas: Reinforcement Learning (Part 2),0
738,4,0,2,1,0,How Fast is the M1 at Machine Learning? Benchmarking Apple's M1 and Intel's Chips,0
739,3,0,2,1,1,500+ Machine Learning And Deep Learning Projects All At One Place,0
740,3,0,2,1,0,Data Scientist vs Machine Learning Engineer | DS vs ML,0
741,3,0,2,1,0,What is Machine Learning and how to Learn it | Future scope and Best resources!,0
742,3,0,2,1,0,Machine Learning Job Roles and Salaries | Machine Learning Engineer | ML Trends | Great Learning,1
743,3,2,2,1,0,Machine Learning With Python Full Course In 9 Hours | Machine Learning Tutorial | Simplilearn,0
744,4,1,3,1,0,Apple's New M1 Chip is a Machine Learning Beast (M1 vs Intel MacBook speed test),0
745,3,0,2,1,0,LASSO Regression & Elastic-Net Regression | Machine Learning with TensorFlow & scikit-learn #11,0
746,4,0,2,1,0,How to Build a Machine Learning Model,0
747,4,0,2,1,1,Stock Predictions Using Machine Learning Algorithms,1
748,4,1,2,1,0,Machine Learning 101: Feature Extraction,1
749,4,0,2,1,0,How to Build a Machine Learning App | Streamlit #13,1
750,3,0,2,1,0,Career Roadmap for Machine Learning in 2021 | How to Become a ML Engineer in 2021? | Great Learning,1
751,4,2,3,1,0,AWS re:Invent 2020 - Machine Learning Keynote with Swami Sivasubramanian,0
752,4,0,2,1,1,Superpowers for next gen web apps: Machine learning,0
753,3,0,2,1,0,5 Machine Learning Projects To Start This Weekend!,1
754,3,1,2,1,0,Machine Learning Model Deployment using Flask | Flask tutorial | Great Learning,1
755,2,1,1,1,0,Event 4: Introduction to Machine Learning,0
756,4,0,2,1,0,Machine Learning for Drug Discovery (Explained in 2 minutes),1
757,4,0,2,1,0,Intro to Machine Learning Lesson 1: How Models Work | Kaggle,0
758,4,0,2,1,0,Intro to Machine Learning Lesson 4: Model Validation | Kaggle,0
759,3,0,1,1,3,Heart Disease Identification Method Using Machine Learning Classification in E Healthcare II IEEE PR,1
760,4,0,2,1,0,Intro to Machine Learning Lesson 3: Your First Machine Learning Model | Kaggle,0
761,4,0,2,1,1,How good is machine learning at copying the human voice?,1
762,3,1,2,1,0,Webinar | MSc Machine Learning at KTH,0
763,1,0,2,1,0,Probably the best introduction to machine learning! 100 page machine learning book!,0
764,3,0,2,1,0,Machine Learning Roadmap 2021 | How To Become A Machine Learning Engineer | Simplilearn,1
765,4,1,2,1,3,Machine Learning for Fluid Dynamics: Models and Control,1
766,3,0,2,1,0,What is Machine Learning?,0
767,3,2,2,1,0,Machine Learning Practico | Clase 1,0
768,3,0,2,1,0,Types Of Machine Learning | Machine Learning Algorithms | Machine Learning Tutorial | Simplilearn,0
769,3,2,2,1,0,Live Implementation of Face Mask Detection using Python| OpenCV | Machine Learning | Webinar,0
770,4,0,1,1,0,"Best Machine Learning Books for Beginners, FREE Books | Tec4Tric",0
771,2,0,2,1,0,What is Machine Learning With Full Information? – [Hindi] – Quick Support,0
772,4,2,2,1,0,Boot Camp on Cricket Score Prediction Via Machine Learning,0
773,3,0,2,1,0,Coding Challenge #157: Zoom Annotations with Machine Learning + p5.js,0
774,3,0,2,1,0,How to study Machine Learning (for Beginners) | Get a FAANG ML Job | Kalpit Veerwal,0
775,4,0,2,1,0,Introducing Lobe  |  Build your first machine learning model in ten minutes.,0
776,3,0,2,1,0,Machine Learning Explained,0
777,3,1,3,1,0,Step by step roadmap to learn data science in 6 months |  data science roadmap,0
778,4,0,2,1,0,Starting Machine Learning with Arduino and TensorFlow,1
779,3,0,2,1,1,Xgboost Classification Indepth Maths Intuition- Machine Learning Algorithms🔥🔥🔥🔥,0
780,3,1,2,1,0,Predicting IPL winner using Machine Learning | IPL Data Analysis | Great Learning,0
781,3,0,2,0,0,How to Make Money With Machine Learning | Machine Learning | Simplilearn,0
782,3,0,2,1,1,Tutorial 1-What Is Reinforcement Machine Learning? 🔥🔥🔥🔥,0
783,4,0,1,1,0,machine learning explained in 5 minutes - Thought-provoking,0
784,3,0,3,1,0,Complete Roadmap for Machine Learning || Noob to Advanced || ML 2020,0
785,3,1,2,1,0,PCA In Machine Learning | Principal Component Analysis | Machine Learning Tutorial | Simplilearn,0
786,3,0,2,1,1,Complete Roadmap To Follow To  Prepare Machine Learning With All Videos And Materials,0
787,3,0,1,1,0,Introduction to Machine Learning Solution | Week-3 Assignment Solution | NPTEL Jul-Dec 2020 | NPTEL,0
788,3,0,1,1,0,Introduction to Machine Learning | Assignment-3 | NPTEL Assignment 3 Answer | Week 3 | Swayam |,0
790,3,0,2,1,3,"Fairness Criteria, Exploring Fairness in Machine Learning",1
791,4,0,2,1,0,"Πως να Ξεκινήσω με Machine Learning, NerdCast",0
792,4,0,3,1,1,Machine learning without code in the browser,0
793,4,0,2,1,0,An Overview of AI and Machine Learning Services From AWS,0
794,4,2,2,1,0,Introduction to Machine Learning with Time Series || Markus Loning,1
795,3,1,2,1,0,Handling imbalanced dataset in machine learning | Deep Learning Tutorial 21 (Tensorflow2.0 & Python),1
796,4,0,2,1,0,AZ-900 Episode 16 | Azure Artificial Intelligence (AI) Services | Machine Learning Studio & Service,0
797,3,0,1,0,0,Practical Machine Learning with Tensorflow NPTEL week 1 quiz answers,0
798,3,1,2,1,0,Random Forest Explained | Random Forest Python | Machine Learning Python | Python Training | Edureka,0
799,3,1,3,1,0,Python Machine Learning Tutorial (Data Science),0
800,2,2,1,1,0,CP2020 Boosting Combinatorial Optimization via Machine Learning,0
801,3,0,2,1,0,5 Lakh Salary वाली Jobs | Highest Paid Career India? | Machine Learning | Course | Jobs after 12th!,0
802,3,0,2,1,0,Overfitting And Underfitting Machine Learning | Machine Learning Tutorial For Beginners |Simplilearn,0
803,6,0,2,1,2,Sentiment Analysis: extracting emotion through machine learning | Andy Kim | TEDxDeerfield,1
804,3,0,2,1,1,How to Become a Machine Learning Engineer,1
805,4,0,2,1,1,Stock Prediction Using Python & Machine Learning,1
806,4,0,2,0,0,Sentiment Analysis of 1.6 Million Tweets using  Machine Learning | In Just 20 Mins!,0
807,3,0,2,1,0,How important is programming and machine learning for a Data Analyst?,0
808,3,0,2,0,0,সময় নষ্ট করা বন্ধ করুন | Machine Learning Bangla | AI Data Science Bangla | Galib Notes,0
809,4,0,2,1,0,Machine Learning Crash Course With ML.NET,0
810,3,0,2,1,0,Comment CHOISIR LE BON MODÈLE de Machine Learning ?,0
811,4,0,3,1,1,How to convert PDFs to audiobooks with machine learning,1
812,3,1,2,1,0,Machine Learning For Absolute Beginners 2020 | Machine Learning Tutorial For Beginners | Simplilearn,0
813,3,0,2,1,0,Confusion Matrix In Machine Learning | Confusion Matrix Explained With Example | Simplilearn,1
814,2,2,2,1,2,"Day-5: Machine Learning and Computer Vision: Applications, Research Challenges (MLCV 2020)@NITS",0
815,3,0,2,1,0,Künstliche Intelligenz vs. Machine Learning vs. Deep Learning | #KI,0
816,4,0,2,1,1,Machine Learning Interview Questions,1
817,3,0,2,1,0,Python Machine Learning - Class 7 | Data Modeling - Training The Model  | Machine Learning | Edureka,0
818,3,0,2,1,0,Python Machine Learning - Class 6 | Data Modeling - Feature Engineering | Machine Learning | Edureka,0
819,3,0,2,1,0,Python Machine Learning - Class 5 |  Data Exploration - Data Cleaning | Machine Learning | Edureka,0
820,3,0,2,1,0,Python Machine Learning - Class 1 | Introduction To Machine Learning With Python | Edureka,0
821,3,2,2,1,0,Mathematics For Machine Learning in 2 Hours | Essential Mathematics  for Beginners | Simplilearn,0
822,4,0,2,1,0,Software Engineering or Machine Learning: What's a better career?,1
823,3,0,2,1,0,Tableau for Data Science | Python Machine Learning Model Deployment | Intellipaat,0
824,3,0,2,1,0,Introduction to Machine Learning | Artificial Neurons | Malayalam.,0
825,2,0,3,1,0,Is this still the best book on Machine Learning?,0
827,4,1,2,1,1,Stock Market Sentiment Analysis Using Python & Machine Learning,1
829,4,2,2,1,0,Frontiers in Machine Learning: Big Ideas in Causality and Machine Learning,1
830,4,0,2,1,0,سلسلة مفاهيم #1 - What is Machine learning  ما هو تعليم الآله شرح  -,0
831,3,1,2,1,0,Statistics for Data Science & Machine Learning,0
832,4,2,2,1,0,JuliaCon 2020 |  Doing Scientific Machine Learning (SciML) With Julia,0
833,3,1,2,1,1,Introduction to Machine Learning | 365 Data Science Online Course,0
834,3,1,2,1,0,Fake News Detection using Machine Learning | Natural Language Processing | Great Learning,1
835,4,1,2,1,1,Build A Machine Learning Web App Using Python,1
836,3,2,2,1,0,Predicting COVID-19 With Machine Learning | Machine Learning Training | Great Learning,1
837,4,0,2,1,0,"Building a $5,000 Machine Learning Workstation with a NVIDIA TITAN RTX and RYZEN ThreadRipper",0
838,4,0,1,0,0,Crop Yield Prediction through Different Machine Learning,0
839,4,0,2,1,1,Can AI make me a better athlete? | Using machine learning to analyze penalty kicks,1
840,3,0,2,1,0,AI Gesture-Controlled Arduino Uno Robot Using Machine Learning in PictoBlox | AI and ML Projects,0
841,3,0,2,1,0,Top 10 Machine Learning Trends | Machine Learning in 2020 | Machine Learning Training | Edureka,0
842,4,0,2,1,0,Using Machine Learning for Water Filtering Membranes Maintenance,1
844,3,0,2,1,0,Deploying Machine Learning Models on Azure | Azure ML Studio Tutorial | Azure Tutorial | Edureka,0
845,4,0,2,1,0,What Is Quantum Machine Learning? |  TensorFlow Quantum,1
846,4,0,2,1,0,How do you deploy a machine learning model as a web service within Azure? (22 of 28),0
847,4,0,2,1,0,Using Machine Learning in Process Manufacturing,1
848,3,0,3,0,0,A.I. and Machine Learning Master's Programs at Stevens Institute of Technology,0
849,4,1,2,1,0,Productionizing Machine Learning with a Microservices Architecture,0
850,3,2,3,1,1,Live- Implementation of End To End Kaggle Machine Learning Project With Deployment,1
851,4,0,2,1,0,FREE Machine Learning Crash Course from Google,1
853,3,1,2,1,0,Stock Market Prediction Using Machine Learning | Machine Learning Tutorial | Simplilearn,1
854,3,2,3,1,0,Scikit-Learn Course - Machine Learning in Python Tutorial,0
855,4,0,3,1,0,"#AndroidDevChallenge - Helpful innovation, powered by machine learning",0
857,3,2,2,1,0,Machine Learning in Hindi | Machine Learning Tutorial | Machine Learning Full Course | Intellipaat,0
858,3,2,2,1,0,Machine Learning Tutorial | Machine Learning Full Course  | Learn Machine Learning | Great Learning,0
859,3,2,3,1,0,Keras with TensorFlow Course - Python Deep Learning and Neural Networks for Beginners Tutorial,1
860,2,0,2,1,0,Machine Learning for Autonomous Vehicle Perception at Cruise,1
861,4,0,3,1,0,Introducing Firebase Machine Learning,0
862,4,0,2,1,0,Data Scientist vs. Machine Learning Engineer,1
863,4,0,2,1,0,Machine Learning demo video,0
864,3,1,2,1,0,Top 10 Machine Learning Algorithms in 2020 | Learn ML in 2020 | Machine Learning Training | Edureka,0
865,3,0,3,1,0,All Machine Learning Models Explained in 5 Minutes | Types of ML Models Basics,0
866,4,0,2,1,0,Overview of AWS Machine Learning Infrastructure,0
867,3,0,1,1,1,2 minutes on MIT 6.86x Machine Learning course projects,0
868,3,0,2,1,1,Gradient Boosting In Depth Intuition- Part 1 Machine Learning,0
869,3,0,2,1,0,What is Machine Learning in Hindi | Introduction to Machine Learning | How Machine Learning works,0
870,4,0,2,1,1,Machine Learning Foundations: Ep #2 - First steps in computer vision,1
871,2,0,3,1,0,How I Would Learn Data Science (If I Had to Start Over),0
872,4,0,2,1,1,Machine Learning Foundations: Ep #1 - What is ML?,0
873,4,0,1,1,0,Evaluation of Machine Learning Techniques for Hand Pose Estimation on Handheld Device,0
874,3,0,1,1,0,1. What is Machine Learning?,0
875,3,0,2,1,1,Machine Learning-Bias And Variance In Depth Intuition| Overfitting Underfitting,0
876,4,2,2,1,0,GDG DevParty Together - Machine Learning,0
877,3,0,2,1,1,Support Vector Machine (SVM) Basic Intuition- Part 1| Machine Learning,0
878,3,0,2,1,1,Step By Step Process To Learn Machine Learning Algorithm Efficiently,0
879,3,0,3,1,0,Stock Prediction using Machine Learning and Python | Machine Learning Training | Edureka,1
880,2,0,2,1,0,"La difference entre: Intelligence Artificielle, Machine Learning, Deep Learning et Data Science",0
881,3,0,2,1,1,Tutorial 48- Naive Bayes' Classifier Indepth Intuition-  Machine Learning,1
882,3,0,2,1,0,Machine Learning Course Concept II Telugu II Machine Learning Objective II What is Machine Learning,0
883,4,0,3,1,1,Predict Stock Prices Using Machine Learning and Python,1
884,3,2,2,1,0,สอน Python & Machine Learning เบื้องต้น 12 ชั่วโมงเต็ม [Full Course],0
885,3,2,3,1,0,Machine Learning Course | Learn Machine Learning | Machine Learning Tutorial | Intellipaat,0
886,3,2,2,1,2,Lecture 14 - Expectation-Maximization Algorithms | Stanford CS229: Machine Learning (Autumn 2018),0
887,3,2,2,1,2,Lecture 6 - Support Vector Machines | Stanford CS229: Machine Learning (Autumn 2018),0
888,3,2,2,1,2,Lecture 7 - Kernels | Stanford CS229: Machine Learning (Autumn 2018),0
889,3,2,3,1,2,Lecture 3 - Locally Weighted & Logistic Regression | Stanford CS229: Machine Learning (Autumn 2018),0
890,3,2,3,1,2,Lecture 2 - Linear Regression and Gradient Descent | Stanford CS229: Machine Learning (Autumn 2018),0
891,3,2,3,1,2,Lecture 1 - Welcome | Stanford CS229: Machine Learning (Autumn 2018),0
892,3,2,3,1,0,Machine Learning in Hindi | Machine Learning Tutorial in Hindi | Python for Machine Learning | 2020,0
893,3,1,2,1,0,Machine Learning Summit: Ragdoll Motion Matching,0
894,3,1,2,1,0,Machine Learning Interview Questions | Machine Learning Interview Preparation | Intellipaat,1
895,3,0,2,1,0,Data Science Project- Credit Card Fraud Detection using Machine Learning | Python Training |Edureka,1
896,4,0,2,1,0,"Khác nhau giữa trí tuệ nhân tạo (AI), Machine Learning và Deep Learning |Tri thức nhân loại",0
897,3,2,2,1,0,Mathematics for Machine Learning Full Course: Calculus || Part 2 || Calculus for Machine Learning,0
898,3,2,2,1,0,Mathematics for Machine Learning: Linear Algebra || Linear Algebra for Machine Learning,0
899,3,0,2,1,0,Data Analyst Vs. Data Scientist Vs. Machine Learning Engineer | Ep #32,0
900,1,0,3,0,0,Don't learn machine learning,0
901,3,1,3,1,0,COVID - 19 Outbreak Prediction using Machine Learning | Machine Learning Training | Edureka,1
902,3,0,2,1,0,21 Days of Machine Learning | Python | Flask | Data Science For Beginners,0
903,4,1,2,1,1,Predict Employee Attrition Using Machine Learning & Python,1
904,3,0,2,1,0,The Role of AI and Machine Learning in Mechanical Engineering,1
905,4,0,2,1,0,เริ่มเขียน Machine Learning ใน 5 นาที | Python x Scikit-learn:,0
906,3,0,1,1,0,NPTEL Introduction to Machine Learning Week 1 Assignment 1 solutions Unit 3 answers,0
907,4,0,2,1,3,"Scott Aaronson: Quantum Machine Learning, Questionable Claims, and Cautious Optimism",0
908,3,2,2,1,0,Statistics for Machine Learning  | Statistics Class 10 | Statistics for Data Science | Full Course,0
910,4,1,3,1,3,MIT 6.S191 (2020): Introduction to Deep Learning,1
911,4,0,2,1,0,AI Simplified: SHAP Values in Machine Learning,0
912,3,1,2,1,0,kaggle 03 | Belajar Machine Learning Dasar dengan Python | Machine Learning Pemula Bahasa Indonesia,0
913,3,0,2,1,0,[Lập trình Machine learning cơ bản] - Bài 1: Giới thiệu Machine learning | HowKteam,0
914,4,0,2,1,0,Hands-On Machine Learning with Scikit-Learn and Python - Course Preview,0
915,4,0,2,1,0,Feast: feature store for Machine Learning,0
916,3,0,2,1,0,Graphical Intuition of Machine Learning with an Example || Lesson 5 || Machine Learning |,0
918,3,0,2,0,0,Bias-Variance In Machine Learning | Bias Variance Trade Off | Machine Learning Training | Edureka,0
919,3,0,2,1,0,How to get started with Machine Learning: Part 1 with Deepesh Wadhwani | Ep #20 | ML for beginners,0
920,4,0,2,1,0,Azure Machine Learning Datasets,0
921,3,0,2,1,1,Creating Pipelines Using SKlearn- Machine Learning Tutorial,0
922,4,0,2,1,0,AI Inspection: Machine Learning / Computer Vision for Visual Defect Detection,1
923,0,0,3,1,0,Kart Racing Game with Machine Learning in Unity! (Tutorial),0
924,2,2,2,1,0,React with Python Flask and Machine Learning/Vision - THIS IS A TEST!,0
925,3,0,2,1,0,Machine Learning Tutorial Python - 16: Hyper parameter Tuning (GridSearchCV),0
926,3,2,3,1,0,Python Machine Learning & AI Mega Course - Learn 4 Different Areas of ML & AI,0
927,4,0,2,1,1,Preparing and curating your data for machine learning,0
928,4,0,2,1,0,Batch Inference using Azure Machine Learning,0
929,4,0,2,1,0,SAS Tutorial | Machine Learning: A Coding Example in SAS,0
930,4,1,2,1,0,"Machine Learning, Explainable AI, and Tableau",0
931,3,0,2,1,0,Top 10 Books for Machine Learning in 2021 | Best ML Books for Beginners And Advanced | Edureka,0
932,4,0,2,1,0,"Introdução ao Machine Learning (ML de Zero a 100, parte 1)",0
933,4,0,2,1,1,Nazirini’s story - using machine learning to tackle crop disease,0
934,4,0,2,1,0,Azure Machine Learning Studio,0
935,4,1,3,1,0,Machine Learning: Tutorial prático usando apenas o navegador (é sensacional!!!),0
936,4,0,2,1,0,Azure Machine Learning Pipelines,0
937,4,0,2,1,0,How Machine Learning Supercharges Website Optimization - Intellimize,0
938,4,0,2,1,0,What is Azure Machine Learning service and how data scientists use it,0
939,4,0,3,1,1,How machine learning is being used to help save the world’s bees,1
940,1,0,2,1,0,Lộ trình học Machine Learning/Deep Learning từ đầu cho các bạn Lập Trình Viên,0
941,2,0,2,1,0,How I Learnt Machine Learning In 6 Steps (3 months),0
942,3,0,2,1,0,Introduction to Least Squares Regression Method Using Python | Machine Learning Algorithm | Edureka,0
943,3,0,3,1,0,Interview With My Brother Who Sold His Startup For $60 Million | Machine Learning Engineer,0
944,3,0,2,1,0,What does a Machine Learning Engineer do? | Intro to Machine Learning Engineer Jobs,1
945,3,0,2,1,1,Best Laptop Configuration For Learning Machine Learning and Deep Learning,1
948,4,0,2,1,1,BigQuery ML: Machine Learning with Standard SQL,0
949,3,0,3,1,1,How Did I Learn Machine Learning in 3 Months,0
950,4,0,3,1,0,5 Beginner Friendly Steps to Learn Machine Learning,0
